age,bmi,gender_num,activity_num,fitness_num,stress_num,meal_type_num,calorie_gap,protein_gap,calorie_ratio,is_vegetarian,is_vegan,is_diabetic,is_gluten_free,meals_per_day,sleep_quality,meal_calories,meal_protein,meal_carbs,meal_fat,meal_fiber,within_meal_class_band,accepted,goal_lose_weight,goal_gain_muscle,goal_maintain,goal_improve_health,goal_athletic_performance
36,19.3,1,2,1,3,1,2267.1,42.0,0.041,0,0,0,0,3,1,97.1,1.7,15.9,3.0,1.3,1,1,0,0,1,0,0
19,20.6,0,1,2,1,3,2018.6,4.5,0.035,0,0,0,0,3,0,74.0,1.5,12.8,1.9,0.7,1,1,1,0,0,0,0
64,22.1,0,2,3,3,4,2330.9,-12.2,0.174,0,0,0,0,3,0,491.1,32.5,65.5,11.0,5.2,1,1,0,1,0,0,0
69,19.2,1,1,1,2,2,793.8,7.0,0.45,0,0,0,0,2,1,649.5,21.9,130.0,4.7,3.8,1,1,0,0,0,0,1
66,28.0,1,3,3,2,1,1982.2,94.1,0.139,0,0,1,0,4,0,321.0,14.6,42.4,10.3,0.5,1,1,0,1,0,0,0
16,28.8,0,1,1,2,1,2174.4,-25.1,0.12,1,0,0,0,2,0,295.9,22.4,39.6,5.4,0.8,1,1,1,0,0,0,0
29,25.3,1,2,1,1,2,1712.9,34.4,0.218,1,0,0,0,2,1,478.2,6.8,87.9,11.1,6.5,1,0,0,0,0,1,0
17,23.7,1,1,1,4,2,914.1,68.2,0.39,0,0,0,0,3,1,584.3,16.2,112.3,7.8,4.4,1,1,0,0,0,1,0
17,43.9,1,4,1,4,4,1385.1,80.3,0.188,0,0,0,0,2,0,320.5,16.0,42.3,9.7,2.8,1,1,0,1,0,0,0
53,32.4,0,2,1,1,4,1867.6,-24.1,0.227,1,0,0,0,3,1,546.9,40.5,78.5,7.9,1.8,1,1,0,0,1,0,0
22,24.3,1,2,1,2,4,1548.5,80.9,0.211,0,0,0,0,2,1,414.1,12.9,75.6,6.7,5.1,1,1,0,1,0,0,0
20,21.7,1,3,1,3,4,1307.1,98.4,0.19,0,0,0,0,3,0,306.5,16.8,39.7,9.0,3.5,1,1,0,0,0,1,0
38,44.4,0,2,1,4,4,2584.3,35.5,0.141,0,0,0,0,3,0,425.7,26.2,56.3,10.6,0.1,1,1,0,1,0,0,0
29,18.2,0,5,1,1,4,1636.6,14.2,0.176,1,0,0,0,3,1,350.4,8.3,68.2,4.9,2.3,1,1,0,0,0,0,1
44,30.6,1,3,1,4,3,1959.7,16.5,0.05,1,0,0,0,3,0,102.9,2.4,20.8,1.1,0.0,1,0,1,0,0,0,0
21,27.2,1,2,2,2,3,2928.3,-18.8,0.058,0,0,0,0,3,1,180.7,10.4,31.0,1.7,0.4,1,1,0,0,1,0,0
31,27.6,1,5,2,3,3,1379.2,94.9,0.073,0,0,0,0,4,0,108.9,3.3,19.7,1.9,0.2,1,1,1,0,0,0,0
18,23.4,1,1,1,1,3,1292.3,25.5,0.143,0,0,0,0,3,1,216.5,9.3,32.0,5.7,3.0,1,1,0,0,1,0,0
39,19.0,1,1,1,2,2,1377.9,65.0,0.222,1,0,0,0,2,0,394.2,12.2,71.1,6.8,5.6,1,1,0,0,1,0,0
48,34.2,1,1,1,3,1,2798.6,2.0,0.098,0,0,0,0,3,0,304.6,4.6,60.9,4.7,4.6,1,1,0,1,0,0,0
17,35.6,1,5,2,1,4,2038.5,50.7,0.2,1,0,1,0,4,1,508.4,29.7,70.7,11.9,6.9,1,1,0,0,1,0,0
45,41.1,0,2,1,2,4,1672.8,-29.0,0.219,1,0,1,0,3,1,469.7,16.2,75.4,11.5,3.7,1,1,1,0,0,0,0
17,24.5,1,2,2,1,1,2925.7,94.7,0.057,0,0,0,1,4,1,176.9,5.1,26.8,5.5,1.0,1,1,0,0,1,0,0
65,35.7,1,1,1,2,1,1278.6,42.7,0.11,1,0,0,0,3,1,157.4,7.7,27.8,1.7,1.9,1,1,0,1,0,0,0
47,45.8,1,2,1,1,2,1220.3,9.4,0.257,0,0,0,0,3,1,422.1,35.5,63.1,3.0,3.1,1,1,0,0,0,1,0
52,35.8,1,2,1,2,4,1493.2,2.0,0.184,0,0,0,0,4,1,337.5,15.5,47.0,9.7,4.2,1,1,1,0,0,0,0
47,27.3,0,3,2,3,1,2590.9,85.1,0.069,1,1,0,0,3,1,193.1,9.2,32.3,3.0,2.1,1,1,0,0,1,0,0
26,16.7,1,1,3,3,2,2659.8,75.4,0.169,1,0,0,0,4,0,540.1,35.5,82.7,7.5,0.1,1,1,1,0,0,0,0
57,32.9,1,2,1,3,1,1312.6,-19.7,0.128,1,0,0,0,2,0,193.2,16.8,26.4,2.3,0.2,1,1,0,1,0,0,0
47,35.7,1,1,2,2,2,2782.1,34.5,0.124,0,0,0,0,3,1,393.9,11.6,81.0,2.6,0.7,1,1,0,1,0,0,0
68,27.8,0,1,1,3,2,1247.9,81.8,0.233,0,0,0,0,2,1,379.0,13.3,60.6,9.2,1.7,1,1,1,0,0,0,0
42,54.6,0,1,2,2,3,2747.0,-14.0,0.04,1,0,0,0,2,0,113.6,5.3,20.7,1.0,0.9,1,1,1,0,0,0,0
31,38.3,0,2,1,2,4,2749.3,98.8,0.121,0,0,0,0,3,1,377.6,12.0,71.6,4.8,1.7,1,1,0,0,0,0,1
23,28.9,1,4,1,2,4,1811.4,49.0,0.186,0,0,0,0,3,1,413.5,20.5,69.2,6.1,6.2,1,1,0,0,1,0,0
60,15.0,0,4,3,1,2,2589.1,5.9,0.133,1,0,1,1,3,1,398.0,16.0,74.8,3.8,0.9,1,1,0,0,1,0,0
69,38.5,0,4,1,3,2,859.7,67.3,0.339,0,0,0,0,3,1,441.0,7.5,79.7,10.2,5.0,1,1,1,0,0,0,0
30,19.9,0,3,3,2,2,2471.2,63.4,0.13,1,0,1,1,3,0,368.0,11.3,71.6,4.1,0.2,1,0,1,0,0,0,0
70,21.2,0,2,1,2,3,2884.0,96.4,0.029,1,0,0,0,3,1,87.1,3.3,16.9,0.7,0.2,1,1,0,0,0,1,0
47,23.8,1,3,1,3,1,1799.4,-22.3,0.077,1,0,0,0,4,1,149.1,2.2,27.3,3.5,1.1,1,1,0,0,0,1,0
33,28.3,1,2,1,3,2,2434.0,38.2,0.205,0,0,0,0,3,1,629.5,34.6,86.8,16.0,6.4,1,1,0,1,0,0,0
57,18.5,0,1,1,2,4,1446.5,-28.4,0.227,1,1,0,0,3,0,425.7,20.0,63.7,10.1,1.5,1,1,1,0,0,0,0
64,37.3,0,2,3,2,1,2193.8,37.5,0.103,1,0,1,0,2,1,252.2,4.9,41.2,7.6,3.2,1,1,0,0,1,0,0
29,31.2,1,1,1,3,2,2127.9,50.2,0.234,1,0,0,0,3,0,650.1,40.1,93.5,12.8,3.8,1,1,0,0,0,1,0
58,38.2,0,2,2,1,4,2134.4,37.0,0.159,0,0,0,0,2,0,402.2,12.7,78.0,4.4,2.3,1,1,0,0,0,1,0
45,37.8,0,4,1,1,1,3030.9,7.5,0.041,1,0,1,0,3,1,130.7,2.7,24.3,2.5,1.6,1,1,1,0,0,0,0
65,14.0,0,2,1,2,4,2259.9,2.0,0.132,0,0,1,0,4,0,343.6,5.6,67.5,5.7,1.1,1,1,1,0,0,0,0
16,35.4,1,3,1,2,2,1589.6,10.4,0.254,0,0,0,0,3,0,542.0,9.9,109.1,7.3,3.6,1,1,0,1,0,0,0
19,38.5,1,2,1,2,1,1481.3,88.2,0.056,1,0,0,0,4,1,88.0,3.5,12.7,2.6,1.0,1,1,0,0,1,0,0
61,45.3,1,3,3,4,3,2984.1,48.5,0.057,0,0,0,0,4,0,179.9,6.8,29.9,3.7,0.9,1,1,0,1,0,0,0
23,27.2,0,2,2,3,2,1665.1,15.8,0.226,1,1,0,0,3,1,485.5,37.8,60.2,10.4,1.5,1,1,1,0,0,0,0
66,39.3,1,1,3,1,1,1418.8,9.8,0.08,0,0,0,0,3,1,122.8,9.2,20.0,0.7,1.8,1,1,0,0,0,1,0
30,37.2,1,1,3,4,4,2080.9,4.3,0.158,1,0,0,0,2,0,389.0,26.7,56.2,6.4,2.3,1,1,0,0,1,0,0
31,23.8,1,2,1,1,3,2811.5,19.1,0.063,1,0,0,0,3,0,190.6,4.8,33.1,4.3,1.1,1,1,0,0,1,0,0
18,18.8,0,4,2,3,4,2619.4,-9.7,0.179,0,0,0,0,2,1,572.2,36.7,93.1,5.9,5.4,1,1,0,1,0,0,0
65,23.7,0,2,1,3,1,1752.7,-19.9,0.158,1,1,0,0,4,1,329.6,7.4,64.7,4.6,4.0,1,1,1,0,0,0,0
54,34.4,0,3,1,1,4,2698.8,-5.1,0.148,0,0,0,0,2,1,468.0,26.4,77.7,5.7,1.7,1,1,0,0,1,0,0
47,17.9,1,4,1,2,1,2299.6,65.2,0.108,0,0,0,0,3,1,279.7,8.3,55.5,2.7,0.4,1,1,0,0,0,1,0
35,37.6,1,1,1,2,1,2419.8,-13.6,0.121,1,0,0,0,3,1,334.0,23.0,36.9,10.5,4.5,1,1,0,0,1,0,0
58,29.5,1,1,1,2,2,2206.5,70.6,0.156,0,0,0,0,4,1,407.0,33.0,49.7,8.5,2.5,1,1,1,0,0,0,0
30,17.6,0,4,1,3,2,1972.1,-27.5,0.261,0,0,0,0,3,1,698.3,41.5,82.0,22.7,4.6,1,1,1,0,0,0,0
66,35.2,1,1,3,3,1,1535.3,86.9,0.082,1,0,0,0,4,1,137.4,5.9,18.9,4.2,0.5,1,0,0,0,0,0,1
52,31.7,0,3,1,3,2,950.8,21.9,0.356,0,0,0,0,3,1,525.1,38.1,57.7,15.8,1.7,1,1,1,0,0,0,0
24,32.0,1,3,2,3,2,908.3,-0.1,0.33,0,0,1,0,4,1,448.0,24.0,65.8,9.9,3.0,1,0,0,0,0,1,0
38,27.5,0,4,1,2,4,1978.0,27.2,0.167,1,0,0,0,2,1,395.8,6.6,84.0,3.7,5.8,1,1,0,0,1,0,0
68,29.3,1,2,1,3,4,1403.6,-29.1,0.29,0,0,0,0,3,0,573.8,22.5,97.1,10.6,3.1,1,1,0,0,0,1,0
51,27.8,0,1,1,2,4,1905.4,93.3,0.211,0,0,0,1,3,1,508.2,15.3,93.3,8.2,6.1,1,1,1,0,0,0,0
52,30.8,1,3,2,3,1,2584.9,52.8,0.115,0,0,0,0,3,1,335.7,9.6,67.4,3.1,4.5,1,1,0,0,0,1,0
38,21.0,1,4,1,3,4,2436.0,5.5,0.108,0,0,0,0,3,1,293.9,17.8,40.8,6.6,2.8,1,1,0,1,0,0,0
33,21.7,0,4,1,4,3,2474.0,94.7,0.041,0,0,0,0,2,0,106.5,5.7,15.1,2.6,0.8,1,1,0,1,0,0,0
40,24.1,1,5,1,2,2,2135.5,14.5,0.162,1,0,0,0,3,1,413.4,23.6,68.5,5.0,1.3,1,1,0,0,1,0,0
61,38.8,1,5,3,2,1,2320.7,38.6,0.097,1,1,0,0,3,1,250.0,12.1,47.1,1.4,3.3,1,1,0,0,1,0,0
48,17.0,1,2,2,1,4,1108.4,30.7,0.314,0,0,1,0,4,0,506.2,36.8,53.0,16.3,1.7,1,1,0,0,1,0,0
64,25.0,1,3,1,1,4,1996.7,60.1,0.131,1,0,0,0,3,1,301.0,17.7,51.3,2.8,3.6,1,1,1,0,0,0,0
36,14.3,1,1,2,2,4,1472.1,-2.8,0.177,0,0,0,0,3,1,316.8,16.5,44.8,8.0,2.5,1,1,0,0,0,1,0
21,34.2,1,2,2,2,2,2711.6,6.5,0.149,1,0,0,0,3,1,474.3,15.1,92.0,5.1,6.8,1,1,0,0,0,0,1
24,28.8,1,4,1,2,3,1847.3,-18.3,0.059,1,0,0,0,2,1,115.7,8.7,15.6,2.1,0.5,1,1,0,1,0,0,0
25,27.3,0,5,1,3,2,2587.9,51.6,0.148,0,0,1,0,3,1,448.7,35.7,46.5,13.3,5.0,1,1,0,0,0,1,0
31,33.4,0,2,3,4,1,1719.8,50.7,0.09,1,0,0,0,3,1,170.6,7.3,23.2,5.4,2.5,1,0,1,0,0,0,0
33,36.9,0,3,1,2,3,1237.5,82.7,0.126,0,0,1,0,2,0,177.7,13.8,27.9,1.2,2.6,1,1,0,0,0,1,0
53,27.3,0,3,2,3,3,1820.3,53.1,0.1,0,0,0,0,2,0,202.0,11.8,32.7,2.7,0.9,1,1,0,1,0,0,0
29,27.2,0,2,1,1,3,1995.1,56.7,0.077,0,0,0,0,3,1,166.4,4.9,30.9,2.6,0.6,1,1,1,0,0,0,0
50,30.7,0,3,2,2,4,1437.9,96.1,0.259,0,0,0,0,4,1,503.6,38.0,73.1,6.6,2.3,1,1,1,0,0,0,0
36,18.7,1,3,2,3,3,2974.5,33.1,0.02,1,0,0,1,3,1,60.8,3.5,9.3,1.1,0.7,1,1,0,1,0,0,0
41,20.9,1,4,2,1,3,2793.7,42.6,0.018,0,0,0,0,3,0,51.9,1.3,8.3,1.5,0.2,1,1,0,1,0,0,0
26,22.7,0,2,2,2,3,1422.9,-11.2,0.113,1,0,0,0,3,0,182.1,6.1,32.5,3.1,1.4,1,1,0,1,0,0,0
54,34.9,0,1,1,2,4,2339.0,79.4,0.116,0,0,0,0,3,0,306.4,15.2,55.5,2.6,3.3,1,1,0,1,0,0,0
69,25.4,0,3,1,2,2,1585.9,82.7,0.265,0,0,0,0,4,1,572.7,35.9,85.4,9.7,4.9,1,1,1,0,0,0,0
39,28.0,1,3,2,2,4,2592.8,80.9,0.127,0,0,0,0,3,0,377.1,11.2,70.6,5.5,1.8,1,1,1,0,0,0,0
43,20.3,0,3,3,1,1,1331.0,-28.1,0.082,0,0,0,0,3,1,119.5,10.2,17.2,1.1,1.1,1,1,1,0,0,0,0
36,21.1,0,4,1,1,3,2427.7,-2.1,0.06,0,0,0,1,4,0,154.8,10.2,20.3,3.6,0.5,1,1,0,1,0,0,0
26,27.8,0,3,3,1,3,2046.2,40.5,0.037,1,1,0,0,3,0,79.5,3.5,13.4,1.3,0.1,1,1,0,1,0,0,0
46,12.9,0,3,2,1,3,2620.1,88.8,0.027,1,0,0,0,3,0,72.7,3.9,12.4,0.8,0.3,1,0,0,0,0,0,1
37,30.2,1,5,2,2,4,1224.0,-19.7,0.206,1,0,0,0,3,0,316.6,5.3,51.7,9.8,1.2,1,1,0,1,0,0,0
53,16.3,0,5,2,3,3,2478.9,7.7,0.05,0,0,0,0,2,1,130.4,11.3,17.2,1.8,0.4,1,1,0,1,0,0,0
23,41.4,0,3,1,3,1,2543.4,-21.7,0.041,1,0,0,1,4,0,107.6,6.6,15.4,2.2,1.3,1,1,0,1,0,0,0
16,32.3,1,4,1,2,2,2404.3,-9.4,0.173,0,0,0,0,3,1,504.6,36.0,58.7,14.0,0.5,1,1,0,0,1,0,0
31,33.6,0,5,1,2,1,1917.2,2.5,0.093,1,0,0,0,4,1,197.1,11.7,33.5,1.8,2.5,1,1,1,0,0,0,0
32,33.3,0,1,1,4,1,2066.9,28.1,0.115,0,0,0,0,3,0,267.6,9.7,49.9,3.3,0.2,1,0,0,0,1,0,0
46,16.8,0,2,2,3,4,2573.7,-18.3,0.174,1,0,0,0,3,1,543.0,38.8,77.7,8.6,4.7,1,1,0,0,0,0,1
50,17.2,0,1,3,2,4,2097.1,71.4,0.139,1,0,0,0,3,1,338.7,25.3,51.8,3.4,0.1,1,1,0,0,0,1,0
33,48.3,1,1,2,2,2,2570.4,73.7,0.14,0,0,0,0,3,1,419.8,18.5,60.6,11.5,1.3,1,1,0,0,0,0,1
39,17.6,0,1,1,1,3,2009.1,19.6,0.089,0,0,0,0,2,0,197.0,4.0,41.9,1.5,2.9,1,1,1,0,0,0,0
61,40.4,0,3,2,4,1,1141.8,30.8,0.16,0,0,0,0,4,1,217.5,6.6,33.5,6.4,2.1,1,1,1,0,0,0,0
65,14.5,1,3,1,2,4,1772.5,-19.7,0.191,0,0,0,0,2,1,419.8,21.2,75.6,3.7,1.6,1,1,1,0,0,0,0
61,27.3,0,3,1,3,2,2044.2,39.6,0.241,1,0,0,0,3,0,648.7,43.0,72.4,20.8,7.0,1,1,0,0,1,0,0
66,11.0,1,4,3,3,2,2022.7,-19.6,0.176,1,0,0,0,4,0,432.0,29.0,63.6,6.8,2.4,1,1,1,0,0,0,0
20,40.5,1,5,1,2,4,1205.7,41.6,0.298,0,0,1,0,3,1,512.4,8.7,95.6,10.6,7.7,1,0,1,0,0,0,0
38,19.2,1,2,1,4,1,2147.0,-6.9,0.067,1,0,0,0,4,1,155.1,2.1,32.8,1.7,1.5,1,0,1,0,0,0,0
59,12.4,1,1,3,3,2,1371.3,-26.7,0.293,1,0,0,0,3,1,569.1,9.7,93.6,17.3,7.5,1,1,1,0,0,0,0
69,38.5,1,4,2,3,4,1620.3,37.4,0.212,1,0,0,0,2,1,436.0,36.9,40.4,14.1,5.2,1,1,0,0,1,0,0
20,13.1,0,4,3,4,4,1069.6,-3.7,0.26,1,1,0,0,2,0,376.1,29.6,54.0,4.6,0.7,1,1,0,1,0,0,0
50,38.4,1,3,3,3,3,1484.8,93.4,0.056,0,0,0,0,3,0,87.4,2.7,14.0,2.3,0.9,1,1,1,0,0,0,0
46,41.0,0,2,2,2,1,2412.9,69.3,0.052,1,0,0,0,4,1,133.4,5.2,18.4,4.3,1.4,1,1,0,1,0,0,0
50,44.5,1,2,2,3,1,1868.6,12.1,0.04,1,0,0,0,4,0,78.8,4.3,14.0,0.6,0.1,1,1,0,1,0,0,0
32,26.3,1,4,2,2,1,2564.7,-18.3,0.084,0,0,0,0,3,1,235.1,6.9,41.1,4.7,1.4,1,1,1,0,0,0,0
58,39.0,1,1,1,2,3,1413.9,44.5,0.119,1,0,0,0,3,1,191.7,5.7,35.3,3.1,0.2,1,1,0,0,1,0,0
63,39.0,1,2,1,3,4,1948.1,84.2,0.228,0,0,0,0,4,0,574.3,26.2,102.1,6.8,0.0,1,1,0,0,1,0,0
19,33.0,1,2,1,3,1,1903.0,9.1,0.067,0,0,0,0,3,1,135.8,6.0,23.2,2.1,1.6,1,1,1,0,0,0,0
64,35.0,1,5,1,3,1,1097.0,-23.0,0.184,0,0,0,0,3,1,246.9,13.5,43.4,2.1,1.4,1,1,0,1,0,0,0
36,36.9,1,5,1,3,1,1893.6,-6.2,0.052,1,0,0,0,4,1,102.9,6.6,11.8,3.3,0.3,1,1,0,0,1,0,0
55,33.5,0,3,1,1,4,2067.8,0.5,0.169,1,1,0,0,3,1,419.7,25.3,63.8,7.0,2.4,1,1,0,1,0,0,0
63,44.3,1,3,1,3,3,1176.9,1.0,0.117,1,1,0,0,4,1,155.7,9.0,25.8,1.8,0.0,1,1,0,0,1,0,0
48,36.0,1,2,1,2,1,2424.2,77.5,0.041,1,0,0,0,4,0,104.8,5.9,19.0,0.6,1.4,1,1,0,0,1,0,0
62,37.1,1,3,1,4,4,1638.3,34.3,0.178,1,0,1,0,2,0,354.7,9.7,55.8,10.3,2.0,1,1,1,0,0,0,0
18,16.3,0,3,1,1,1,1472.2,21.3,0.064,0,0,0,0,3,0,100.2,8.6,9.5,3.1,0.2,1,1,0,1,0,0,0
56,16.6,1,1,2,1,2,904.1,50.2,0.383,0,0,0,0,3,1,561.5,39.3,79.6,9.5,0.1,1,1,0,1,0,0,0
45,32.4,1,4,1,4,3,2861.8,37.0,0.02,1,0,0,0,4,1,58.1,5.0,6.1,1.5,0.3,1,0,0,0,0,1,0
28,18.9,0,3,1,1,4,1122.9,42.0,0.244,0,0,0,1,4,0,362.8,31.2,46.0,6.0,4.5,1,1,0,1,0,0,0
50,23.1,0,3,1,1,4,1544.5,-15.4,0.16,1,0,0,0,2,1,294.8,10.5,50.9,5.5,1.9,1,1,1,0,0,0,0
25,23.6,1,2,1,4,3,1983.9,11.0,0.027,0,0,0,0,3,1,54.8,3.3,9.0,0.6,0.8,1,1,0,0,0,1,0
40,18.9,1,2,1,3,4,1249.0,53.0,0.266,1,0,0,0,3,0,452.2,11.3,93.5,3.7,2.2,1,1,1,0,0,0,0
26,11.0,1,2,2,2,2,853.8,45.9,0.397,1,0,0,1,3,1,562.9,25.4,81.7,15.0,4.8,1,1,0,1,0,0,0
53,39.6,1,2,1,2,3,2172.8,31.6,0.028,0,0,1,0,4,0,62.6,3.5,7.6,2.0,0.5,1,1,1,0,0,0,0
26,17.3,0,3,1,3,1,1616.6,13.5,0.144,0,0,0,0,3,1,270.9,14.1,46.6,3.1,2.0,1,1,0,0,1,0,0
68,43.6,0,1,2,1,3,2979.9,65.3,0.045,0,0,0,0,3,0,140.7,1.9,27.3,2.6,1.0,1,1,0,1,0,0,0
68,18.9,0,4,2,2,1,1372.5,18.6,0.049,0,0,0,0,4,1,70.8,1.8,13.2,1.2,0.2,1,1,0,0,0,0,1
24,52.8,1,2,1,1,1,1400.7,97.2,0.168,0,0,0,0,3,1,283.8,6.2,56.9,3.5,3.6,1,1,0,1,0,0,0
20,14.5,0,3,3,4,4,1144.7,1.7,0.24,0,0,0,0,3,0,361.0,17.4,47.5,11.2,0.8,1,1,0,0,0,1,0
52,25.8,0,4,1,1,2,2276.3,48.8,0.163,1,0,0,0,3,1,444.5,34.3,66.5,4.6,5.5,1,1,0,0,0,0,1
51,38.4,0,5,2,4,2,2211.1,91.9,0.232,1,0,0,0,3,0,666.2,12.8,118.0,15.9,3.0,1,1,0,0,1,0,0
27,24.7,1,1,3,2,1,2218.1,-27.7,0.129,0,0,0,0,3,1,328.1,16.6,45.0,9.1,2.5,1,1,0,1,0,0,0
23,38.6,1,4,1,2,4,1244.1,92.9,0.248,0,0,0,0,3,1,410.4,35.7,39.8,12.1,6.1,1,1,0,1,0,0,0
26,22.9,0,2,2,1,2,1140.2,68.6,0.235,1,0,0,0,2,0,350.0,16.0,54.1,7.7,3.1,1,1,1,0,0,0,0
66,12.1,1,3,1,2,3,1763.5,45.5,0.099,0,0,0,0,3,0,193.1,8.9,33.9,2.4,0.9,1,1,1,0,0,0,0
67,39.3,0,3,2,3,1,2345.0,-27.9,0.085,0,0,0,0,3,1,218.8,5.9,45.4,1.5,2.6,1,1,0,0,1,0,0
31,27.8,0,2,2,3,2,1859.1,6.8,0.211,1,0,0,1,3,0,495.9,34.8,79.4,4.3,3.0,1,1,0,0,1,0,0
33,20.3,1,1,2,3,2,1225.8,53.0,0.338,0,0,0,0,4,0,626.4,34.2,103.9,8.2,0.5,1,1,0,0,0,1,0
51,29.8,1,3,1,2,4,1606.2,13.4,0.218,0,0,1,0,2,1,449.1,12.1,93.4,3.0,3.6,1,1,1,0,0,0,0
31,30.3,0,1,2,4,2,1556.2,46.1,0.23,0,0,1,0,2,1,465.7,12.6,81.9,9.7,1.0,1,0,0,0,1,0,0
59,22.4,0,1,2,3,1,1994.9,46.0,0.089,1,1,1,0,3,0,194.5,4.2,32.7,5.2,1.5,1,1,0,0,0,0,1
56,16.9,1,4,1,4,2,1269.4,29.6,0.325,0,0,0,0,3,1,610.0,52.2,68.2,14.3,4.0,1,1,0,1,0,0,0
42,16.8,0,1,3,1,1,2769.7,2.3,0.092,1,0,0,0,3,0,279.4,8.1,50.0,5.2,3.3,1,1,1,0,0,0,0
53,34.2,0,2,1,3,2,1278.5,2.1,0.315,1,0,1,0,3,0,588.3,21.8,99.5,11.5,2.4,1,1,0,0,0,0,1
35,22.5,0,2,1,2,4,926.2,-10.0,0.321,1,0,0,0,3,1,437.8,25.8,55.2,12.6,6.5,1,1,0,1,0,0,0
63,20.7,1,3,3,4,3,1138.4,79.4,0.161,0,0,0,0,4,1,218.8,18.3,26.0,4.6,2.0,1,1,1,0,0,0,0
22,26.7,0,2,2,2,3,1545.1,58.6,0.105,1,0,0,0,4,1,182.0,7.3,31.3,3.1,0.1,1,0,1,0,0,0,0
52,17.1,1,4,2,2,1,1351.4,50.7,0.19,0,0,1,0,3,1,317.5,7.8,58.1,6.0,3.7,1,1,0,1,0,0,0
47,15.7,1,3,2,3,4,1468.1,27.6,0.27,0,0,0,0,4,1,543.4,21.4,76.0,17.1,2.9,1,1,0,0,1,0,0
25,34.9,0,4,2,3,2,1213.3,81.5,0.354,0,0,0,0,3,0,666.1,46.9,75.8,19.5,0.8,1,1,1,0,0,0,0
23,19.0,1,2,1,2,3,2748.1,48.9,0.067,0,0,0,0,3,1,197.1,12.8,33.0,1.6,2.6,1,1,0,1,0,0,0
56,15.0,1,2,1,4,3,2215.7,68.9,0.087,0,0,0,0,3,0,211.4,16.2,22.1,6.5,0.9,1,1,0,0,0,1,0
22,13.6,0,3,1,2,4,1910.9,-5.0,0.182,1,0,0,0,4,1,426.6,15.0,78.8,5.7,4.4,1,1,0,0,0,0,1
21,26.5,0,5,3,3,4,1381.9,67.7,0.221,0,0,1,0,3,1,392.9,29.3,53.3,6.9,0.5,1,1,0,1,0,0,0
59,16.4,1,3,2,1,1,2247.7,-19.5,0.086,0,0,0,1,3,0,210.5,18.2,19.9,6.4,1.7,1,1,0,1,0,0,0
69,24.3,0,2,1,4,2,1329.3,60.1,0.254,1,0,0,0,2,1,451.8,6.3,76.1,13.6,0.9,1,0,0,0,1,0,0
59,23.9,0,5,1,1,4,1545.6,68.6,0.223,0,0,0,0,4,0,444.3,28.1,66.4,7.4,6.5,1,1,1,0,0,0,0
60,31.1,1,2,3,2,2,2160.5,29.5,0.211,1,0,0,0,4,1,578.4,10.5,113.3,9.2,0.7,1,1,1,0,0,0,0
63,34.9,1,3,2,1,3,1507.6,58.8,0.087,0,0,0,0,4,1,143.8,6.1,27.1,1.2,0.0,1,1,0,0,0,0,1
61,23.8,1,1,2,1,3,1892.4,30.3,0.044,1,0,0,0,2,0,87.2,4.5,15.1,1.0,0.4,1,1,1,0,0,0,0
65,25.8,1,5,3,3,2,2638.9,-3.7,0.134,1,0,0,1,3,0,407.4,17.7,60.9,10.4,2.3,1,1,0,0,1,0,0
58,18.0,1,1,1,2,3,2830.0,97.6,0.071,1,0,0,1,2,1,215.1,4.2,39.3,4.6,0.7,1,1,0,0,0,0,1
54,49.3,1,4,2,2,3,1901.8,42.1,0.031,1,0,0,0,3,1,61.2,1.9,10.7,1.2,0.7,1,1,0,0,1,0,0
58,40.5,0,4,2,2,3,2011.6,1.3,0.096,0,0,0,0,2,1,214.7,12.1,27.0,6.5,0.8,1,1,1,0,0,0,0
63,46.1,0,1,1,2,1,1788.5,-9.7,0.073,0,0,0,0,4,0,141.5,6.9,25.4,1.4,0.2,1,1,0,0,1,0,0
18,19.9,1,1,2,1,1,1692.8,-19.0,0.101,0,0,0,0,3,1,189.3,15.6,19.1,5.6,0.8,1,1,1,0,0,0,0
67,19.2,0,1,2,3,4,1283.5,69.7,0.246,1,0,0,0,3,1,417.8,6.6,75.1,10.1,5.9,1,0,0,0,0,0,1
39,24.0,1,1,1,3,1,1314.3,8.7,0.171,1,0,0,0,2,1,272.0,5.0,58.9,1.8,2.6,1,1,1,0,0,0,0
58,17.7,1,4,2,2,2,2356.1,26.0,0.223,1,0,0,0,3,1,677.9,49.6,76.7,19.2,4.8,1,1,1,0,0,0,0
24,33.7,0,2,1,3,4,1769.0,0.4,0.192,0,0,0,0,3,1,421.1,34.1,53.4,7.9,0.1,1,1,0,0,0,0,1
28,15.3,1,3,2,2,3,2067.6,54.9,0.093,1,0,0,0,3,1,212.1,14.5,24.7,6.2,0.5,1,1,1,0,0,0,0
18,24.6,0,1,1,2,2,1942.7,44.1,0.211,1,0,0,0,3,1,519.5,26.4,82.5,9.3,7.1,1,1,1,0,0,0,0
17,43.3,1,3,1,2,2,1855.5,-9.3,0.254,1,1,0,0,3,1,632.4,30.9,101.0,11.7,1.9,1,1,1,0,0,0,0
67,42.9,1,3,1,2,4,2048.8,77.0,0.158,1,0,0,0,3,0,383.6,18.2,49.9,12.3,0.6,1,1,0,1,0,0,0
